location,size,total_sqft,bath,price,bhk,price_per_sqft
Sarjapur,2 BHK,1150,2,41,2,3565.217391
Byatarayanapura,1 BHK,650,1,50,1,7692.307692
Sarjapur  Road,1 BHK,675,1,27,1,4000
Doctor Layout Rayasandra,2 Bedroom,2260,3,90,2,3982.300885
Anwar Layout,1 BHK,720,1,32.39,1,4498.611111
Whitefield,3 Bedroom,4800,4,600,3,12500
Yelahanka New Town,2 BHK,1100,2,58,2,5272.727273
Pillanna Gardens,2 BHK,550,1,20,2,3636.363636
Uttarahalli,3 BHK,1330,2,58,3,4360.902256
Koramangala,2 BHK,1320,2,160,2,12121.21212
Ulsoor,3 BHK,1685,4,185,3,10979.22849
Ullal Uppanagar,6 BHK,2400,5,75,6,3125
Banashankari,3 BHK,1770,3,108,3,6101.694915
Prithvi Layout,3 BHK,2100,3,125,3,5952.380952
Pai Layout,2 BHK,1000,2,42,2,4200
Banashankari Stage VI,4 Bedroom,600,5,105,4,17500
Ramamurthy Nagar,4 Bedroom,2916,5,230,4,7887.517147
Kanakpura Road,3 BHK,1419.59,2,65,3,4578.786833
Kodihalli,3 BHK,1400,3,81,3,5785.714286
Horamavu Agara,2 BHK,750,2,37.49,2,4998.666667
Bannerghatta,2 BHK,1070,2,87,2,8130.841121
Kannamangala,3 BHK,1536,3,107,3,6966.145833
Koramangala,3 BHK,1710,3,210,3,12280.70175
JP Nagar,3 BHK,2400,3,196,3,8166.666667
Electronic City,2 BHK,1342,2,72,2,5365.126677
Chandra Layout,3 BHK,1600,3,130,3,8125
Kanakapura,1 BHK,938,1,50,1,5330.490405
Budigere,3 BHK,1820,3,99,3,5439.56044
Bhoganhalli,4 BHK,2439,4,170,4,6970.069701
Kanakpura Road,3 BHK,1665,3,78,3,4684.684685
Basavangudi,3 BHK,1850,3,150,3,8108.108108
Bommanahalli,2 BHK,1091,2,40,2,3666.361137
Sarjapur  Road,2 BHK,1346,2,74.03,2,5500
Rajaji Nagar,3 BHK,1720,3,224,3,13023.25581
Brookefield,4 Bedroom,3675,4,176,4,4789.115646
JP Nagar,2 BHK,1060,2,33.95,2,3202.830189
Whitefield,2 BHK,1059,2,57,2,5382.436261
Hebbal,2 BHK,1299,2,97,2,7467.282525
Yelahanka,3 BHK,1491,3,85,3,5700.871898
Basaveshwara Nagar,2 BHK,1200,2,85,2,7083.333333
Yelahanka,4 Bedroom,2088,5,110,4,5268.199234
Hulimavu,1 BHK,581,1,29,1,4991.394148
 Devarabeesana Halli,2 BHK,1296,2,70,2,5401.234568
Doctors Layout,2 BHK,1125,2,55,2,4888.888889
Electronic City,3 BHK,1275,3,70,3,5490.196078
Kothanur,2 BHK,1095,2,55,2,5022.83105
Sarjapur  Road,5 Bedroom,10000,4,975,5,9750
Old Madras Road,2 BHK,1330,2,74,2,5563.909774
Marathahalli,2 BHK,1135,2,60,2,5286.343612
Whitefield,1 BHK,516,1,39,1,7558.139535
Doddanakundi Industrial Area 2,2 BHK,1194,2,51,2,4271.356784
Banaswadi,5 Bedroom,2250,5,240,5,10666.66667
Electronic City,2 BHK,770,1,38,2,4935.064935
Sarjapur  Road,4 BHK,3930,5,330,4,8396.946565
Chikkalasandra,3 BHK,1355,3,54.2,3,4000
Abbigere,8 Bedroom,3000,8,150,8,5000
Harlur,4 BHK,2569,4,175,4,6811.989101
Hebbal,4 Bedroom,3758,4,450,4,11974.4545
Whitefield,2 BHK,1116,2,51.91,2,4651.433692
Bhoganhalli,3 BHK,1707,3,115,3,6736.965436
AECS LAYOUT A-BLOCK Singasandra,5 Bedroom,1200,5,225,5,18750
Sultan Palaya,2 BHK,1070,2,49,2,4579.439252
Whitefield,4 Bedroom,6000,4,410,4,6833.333333
Tumkur Road,3 BHK,1240,2,83,3,6693.548387
JP Nagar,2 BHK,1300,2,91.65,2,7050
Ambalipura,2 BHK,1700,2,76,2,4470.588235
Yeshwanthpur,3 BHK,1383,2,76.18,3,5508.315257
Banashankari Stage I,5 Bedroom,3000,4,170,5,5666.666667
Electronic City,2 BHK,1200,2,34.65,2,2887.5
Hulimavu,2 BHK,935,2,45,2,4812.834225
Thigalarapalya,3 BHK,2072,4,151,3,7287.644788
Ramanjaneyanagar,4 Bedroom,2200,3,225,4,10227.27273
Jalahalli,1 BHK,615,1,46,1,7479.674797
KR Puram,2 BHK,1116,2,45,2,4032.258065
Whitefield,3 BHK,1639,3,107,3,6528.370958
Marathahalli,3 BHK,1839,3,130,3,7069.059271
Byatarayanapura,2 BHK,1300,2,63,2,4846.153846
Horamavu Agara,1 BHK,625,1,27,1,4320
Thanisandra,1 BHK,933,1,61,1,6538.049303
Hosur Road,3 BHK,2289,3,180,3,7863.695937
Ramamurthy Nagar,3 Bedroom,2316,3,125,3,5397.236615
Electronic City,2 BHK,1005,2,39.77,2,3957.21393
Horamavu Agara,2 BHK,1080,2,38,2,3518.518519
Munnekollal,7 Bedroom,1200,5,185,7,15416.66667
Vishwapriya Layout,2 BHK,910,2,36,2,3956.043956
Hormavu,2 Bedroom,1200,2,73,2,6083.333333
Electronic City,2 BHK,1110,2,39.9,2,3594.594595
Kothanur,2 BHK,1142,2,56,2,4903.677758
2nd Stage Nagarbhavi,5 Bedroom,4000,4,240,5,6000
Hormavu,3 Bedroom,1800,3,204,3,11333.33333
AECS Layout,2 BHK,1005,2,55,2,5472.636816
3rd Block Banashankari,3 BHK,1626.6,3,133,3,8176.564613
Kothanur,2 BHK,1074,2,54,2,5027.932961
Basavangudi,2 BHK,1230,2,80,2,6504.065041
Electronic City,2 BHK,660,1,23,2,3484.848485
Coconut Grove Layout,2 BHK,1007,2,48,2,4766.633565
2nd Block Hrbr Layout,4 Bedroom,1050,6,74,4,7047.619048
Whitefield,3 BHK,1820,3,113,3,6208.791209
Basapura,2 BHK,1100,2,60,2,5454.545455
Anjappa Layout,2 Bedroom,1348,2,100,2,7418.397626
Kasavanhalli,2 BHK,1230,2,66.25,2,5386.178862
Horamavu Agara,3 BHK,1176,2,37.62,3,3198.979592
Uttarahalli,3 BHK,1590,3,57,3,3584.90566
Frazer Town,2 BHK,1200,2,78,2,6500
"Off Sarjapur Road, ",2 BHK,1298,2,65,2,5007.70416
Hosa Road,2 BHK,1161,2,55.15,2,4750.215332
Himagiri Meadows,4 Bedroom,1350,4,175,4,12962.96296
4th Block HBR Layout,5 Bedroom,1200,5,138,5,11500
Kothanur,2 BHK,1285,2,60,2,4669.2607
Electronic City,3 BHK,1644,3,92.59,3,5631.995134
Kasavanhalli,3 BHK,1819,3,150,3,8246.28917
1st Phase JP Nagar,2 BHK,1205,2,85,2,7053.941909
Basavangudi,3 BHK,2350,3,300,3,12765.95745
Uttarahalli,2 BHK,1050,2,42,2,4000
Raja Rajeshwari Nagar,2 BHK,1270,2,62,2,4881.889764
9th Phase JP Nagar,3 BHK,1240,2,39.89,3,3216.935484
Jigani,3 BHK,1221,3,70,3,5733.005733
Hoysalanagar,3 BHK,840,2,35,3,4166.666667
Kanakpura Road,2 BHK,1339,2,63,2,4705.003734
Thigalarapalya,4 BHK,4303,5,300,4,6971.880084
Haralur Road,2 BHK,1315,2,85,2,6463.878327
Raja Rajeshwari Nagar,2 BHK,1250,2,68,2,5440
Bisuvanahalli,2 BHK,850,2,27,2,3176.470588
7th Phase JP Nagar,3 BHK,1600,2,110,3,6875
Electronic City,2 BHK,1250,2,62,2,4960
Motappa Layout,3 BHK,1312,2,56.5,3,4306.402439
Kadugodi,4 BHK,3000,4,134,4,4466.666667
Electronic City Phase II,2 BHK,1300,2,28,2,2153.846154
Whitefield,3 BHK,1990,3,98,3,4924.623116
Medahalli,2 BHK,760,2,38.5,2,5065.789474
Ambedkar Nagar,4 Bedroom,5000,4,536,4,10720
Kadugodi,3 BHK,1614,2,59,3,3655.51425
Judicial Layout,4 Bedroom,1500,3,162,4,10800
Basava Nagar,3 BHK,1182,2,60.1,3,5084.602369
Avalahalli,2 BHK,1053,2,46.29,2,4396.011396
6th Phase JP Nagar,1 BHK,750,1,105,1,14000
Gubbalala,3 BHK,2000,3,125,3,6250
Electronic City Phase II,3 BHK,1940,4,116,3,5979.381443
Hennur Road,3 BHK,1590,3,105,3,6603.773585
Chennammana Kere,2 BHK,1035,2,52.79,2,5100.483092
Kothanur,2 BHK,1075,2,53,2,4930.232558
TC Palaya,2 Bedroom,900,2,55,2,6111.111111
Raja Rajeshwari Nagar,3 BHK,1260,2,62,3,4920.634921
Prashanth Nagar,6 Bedroom,1200,5,260,6,21666.66667
Thanisandra,3 BHK,1702,3,107,3,6286.721504
Bisuvanahalli,3 BHK,1080,2,65,3,6018.518519
Kasavanhalli,2 BHK,1189,2,45,2,3784.693019
Tumkur Road,2 BHK,1035,2,39,2,3768.115942
Hennur Road,2 BHK,1200,2,36,2,3000
Mahalakshmi Layout,8 Bedroom,4482,6,852,8,19009.37082
Michael Palaya,3 Bedroom,1200,3,200,3,16666.66667
Kanakpura Road,3 BHK,1300,3,69,3,5307.692308
Yelahanka,2 BHK,1330,2,93.65,2,7041.353383
Kaggalipura,3 BHK,1210,2,65,3,5371.900826
Chikkalasandra,3 BHK,1350,2,54.2,3,4014.814815
Kaval Byrasandra,3 BHK,1900,2,65,3,3421.052632
Ambedkar Nagar,3 BHK,1935,4,125,3,6459.94832
Doddanakundi Industrial Area 2,3 BHK,1410,3,90,3,6382.978723
Narayanapura,2 BHK,1469,2,99.14,2,6748.808713
Varthur,2 BHK,986,2,30,2,3042.596349
RBI Layout,3 BHK,1460,2,87,3,5958.90411
Chandra Layout,3 BHK,1260,2,85.05,3,6750
Chandapura,3 BHK,1345,2,39.5,3,2936.802974
Panathur,2 BHK,980,2,57,2,5816.326531
Kudlu Gate,2 BHK,1164,2,75,2,6443.298969
Subramanyapura,2 BHK,929,1,51,2,5489.77395
Kundalahalli,2 BHK,1065,2,70,2,6572.769953
Budigere,2 BHK,1172,2,56.725,2,4840.017065
Lakshmiamma Garden,3 BHK,3000,3,265,3,8833.333333
Electronic City,2 BHK,1020,2,30.27,2,2967.647059
Gunjur,3 BHK,1362,3,62.63,3,4598.384728
Yeshwanthpur,1 BHK,672,1,36.85,1,5483.630952
Brookefield,3 BHK,1746,3,115,3,6586.483391
Electronic City,2 BHK,1025,2,29.6,2,2887.804878
Harlur,2 BHK,1532,2,65,2,4242.819843
Guni Agrahara,3 BHK,1200,2,120,3,10000
Ganga Nagar,2 BHK,1250,2,65,2,5200
Thanisandra,2 BHK,1188,2,39,2,3282.828283
Whitefield,4 Bedroom,3565,4,218,4,6115.007013
Marathahalli,2 BHK,1170,2,85,2,7264.957265
BEL Road,3 BHK,1800,3,150,3,8333.333333
Madavara,2 Bedroom,1000,2,35,2,3500
Cooke Town,3 Bedroom,2600,3,375,3,14423.07692
Nagarbhavi,5 Bedroom,1200,4,240,5,20000
Kasturi Nagar,4 BHK,2507,4,155,4,6182.688472
Babusapalaya,2 BHK,1061,2,34,2,3204.524034
KR Puram,2 BHK,1290,2,69,2,5348.837209
Sarjapur,2 BHK,1200,2,42.6,2,3550
Bharathi Nagar,2 BHK,1120,2,39.29,2,3508.035714
Electronic City,1 BHK,418,1,12,1,2870.813397
Sarjapur,3 BHK,1333,3,50,3,3750.937734
Sarjapur  Road,3 BHK,1691,3,119,3,7037.256062
Thanisandra,1 BHK,747,1,34.355,1,4599.062918
Koramangala,3 BHK,1700,3,250,3,14705.88235
Thanisandra,3 BHK,2030,4,125,3,6157.635468
Balagere,2 BHK,1012,2,70,2,6916.996047
Kudlu,3 BHK,1245,2,60,3,4819.277108
7th Phase JP Nagar,3 BHK,1765,3,118,3,6685.552408
Gottigere,2 BHK,1110,2,36.25,2,3265.765766
Akash Nagar,2 BHK,967,2,47.8,2,4943.123061
Sarjapur,2 BHK,1044,2,36,2,3448.275862
Brookefield,3 BHK,1518,3,80,3,5270.092227
KR Puram,3 BHK,1300,2,57,3,4384.615385
Seetharampalya,3 BHK,1798,3,73,3,4060.066741
KR Puram,2 BHK,866.28,2,36.38,2,4199.56596
Whitefield,4 BHK,3410,5,253,4,7419.354839
Singasandra,2 BHK,1179,2,56,2,4749.787956
Rajaji Nagar,5 BHK,3600,5,510,5,14166.66667
Uttarahalli,2 BHK,1125,2,48,2,4266.666667
Cambridge Layout,3 BHK,2098,3,210,3,10009.53289
3rd Phase JP Nagar,3 BHK,2400,3,270,3,11250
Haralur Road,3 BHK,1976,3,92,3,4655.870445
5th Phase JP Nagar,2 BHK,1190,2,61.8,2,5193.277311
cooketown,3 BHK,1800,3,192,3,10666.66667
Jakkur,3 BHK,1761,3,84.52,3,4799.545713
Cooke Town,3 BHK,1700,3,120,3,7058.823529
Ramamurthy Nagar,4 Bedroom,900,4,70,4,7777.777778
Electronic City,2 BHK,1128,2,64.8,2,5744.680851
5th Stage BEML Layout,3 BHK,2000,3,85,3,4250
Electronic City,3 BHK,1220,2,35.25,3,2889.344262
Shauhardha Layout,1 BHK,509,1,20,1,3929.273084
Ambedkar Nagar,3 BHK,1852,4,122,3,6587.473002
Varthur,2 BHK,1045,2,40.65,2,3889.952153
Kaverappa Layout,4 BHK,3535,4,215,4,6082.036775
Marathahalli,2 BHK,1102,2,53.67,2,4870.235935
Omkar Nagar,4 BHK,1800,3,82,4,4555.555556
Hebbal Kempapura,3 BHK,1436,2,75,3,5222.841226
Chikkadunnasandra,3 BHK,1397,2,52,3,3722.26199
Kothanur,2 BHK,1140,2,56,2,4912.280702
Balagere,1 BHK,645,1,55,1,8527.131783
Bank Of Baroda Colony,5 Bedroom,2350,5,325,5,13829.78723
Nagarbhavi,3 Bedroom,1200,3,225,3,18750
Bhoopsandra,3 BHK,2050,3,135,3,6585.365854
Sarjapur  Road,2 BHK,1335,2,95,2,7116.104869
Thirumenahalli,2 Bedroom,2100,1,200,2,9523.809524
Hebbal,3 BHK,1255,3,77.68,3,6189.641434
Thanisandra,2 BHK,1140,2,59,2,5175.438596
Hosakerehalli,3 BHK,2376,3,240,3,10101.0101
Thanisandra,1 BHK,663,1,46,1,6938.159879
Victoria Layout,2 BHK,1276,2,146,2,11442.00627
Kanakpura Road,3 BHK,1450,3,60.9,3,4200
Kodichikkanahalli,3 BHK,1400,3,66,3,4714.285714
Divya Unnathi Layout,2 BHK,1339,2,53.56,2,4000
Electronic City,3 BHK,1220,2,35.23,3,2887.704918
Malleshwaram,3 BHK,2200,3,275,3,12500
Harohalli,2 BHK,1305,2,52,2,3984.67433
Green Glen Layout,3 BHK,1740,3,80,3,4597.701149
Anekal,2 BHK,680,1,21,2,3088.235294
Bannerghatta Road,2 BHK,1154,2,47,2,4072.790295
Munnekollal,2 BHK,1200,2,40,2,3333.333333
Hennur,2 BHK,1155,2,54.5,2,4718.614719
Sarjapur  Road,3 BHK,1525,2,63,3,4131.147541
Giri Nagar,1 Bedroom,600,1,125,1,20833.33333
Hebbal,4 BHK,2470,5,192,4,7773.279352
Padmanabhanagar,2 BHK,1100,2,60,2,5454.545455
Hormavu,2 BHK,1250,2,65,2,5200
Kothanur,2 BHK,1400,2,70,2,5000
Ittamadu,3 BHK,1600,3,100,3,6250
Electronic City,2 BHK,1060,2,55,2,5188.679245
Horamavu Banaswadi,2 BHK,1272,2,50,2,3930.81761
Kanakpura Road,2 BHK,1296,2,105,2,8101.851852
Dollars Colony,4 BHK,2100,3,280,4,13333.33333
Karuna Nagar,3 BHK,1945,3,115,3,5912.596401
Chandapura,3 BHK,1033,2,30.47,3,2949.661181
Stage-4 Bommanahalli,3 BHK,2300,2,69,3,3000
Gunjur Palya,2 BHK,1235,2,52.76,2,4272.064777
3rd Block Koramangala,3 BHK,2100,3,270,3,12857.14286
2nd Phase JP Nagar,2 BHK,850,2,42.5,2,5000
Subramanyapura,3 BHK,1880,3,110,3,5851.06383
1st Block Jayanagar,4 BHK,2450,4,368,4,15020.40816
Kenchenahalli,2 BHK,1060,2,52,2,4905.660377
Hennur Road,3 BHK,2041,3,138,3,6761.391475
Hulimavu,2 Bedroom,1050,2,125,2,11904.7619
Vasanthapura,2 BHK,1037,2,36.28,2,3498.55352
"Electronic city phase 1, ",2 BHK,1150,2,39,2,3391.304348
LB Shastri Nagar,2 BHK,1184,2,62,2,5236.486486
Sarjapur  Road,3 BHK,1680,3,126,3,7500
Thanisandra,3 BHK,1411,3,100,3,7087.172218
Hosa Road,5 Bedroom,900,5,55,5,6111.111111
Kanakpura Road,2 BHK,900,2,41,2,4555.555556
Jakkur Plantation,4 BHK,3500,4,320,4,9142.857143
Thanisandra,3 BHK,1702,3,120,3,7050.52879
Yelahanka,2 BHK,1185,2,45,2,3797.468354
Kanakpura Road,3 BHK,1300,3,64,3,4923.076923
Lavakusha Nagar,3 BHK,1545,3,65,3,4207.119741
6th Phase JP Nagar,3 BHK,1515,2,135,3,8910.891089
Jigani,3 BHK,1300,3,55,3,4230.769231
JP Nagar,2 BHK,1107,2,57,2,5149.051491
Old Madras Road,3 BHK,1720,3,106,3,6162.790698
Kuvempu Nagar,3 BHK,1540,3,150,3,9740.25974
Bannerghatta Road,2 BHK,1000,2,44.5,2,4450
Electronic City,1 BHK,710,1,40.42,1,5692.957746
Thanisandra,2 BHK,1100,2,38,2,3454.545455
Sri Balaji Krupa Layout,4 Bedroom,3200,4,270,4,8437.5
Domlur Layout,2 Bedroom,900,2,160,2,17777.77778
Bannerghatta Road,2 BHK,1250,2,48,2,3840
Kaggadasapura,5 Bedroom,2400,4,130,5,5416.666667
Hegde Nagar,3 BHK,1584.01,3,104,3,6565.615116
Vasanth nagar,4 Bedroom,875,4,150,4,17142.85714
Kammasandra,4 Bedroom,1200,6,60,4,5000
Kaggadasapura,3 BHK,1485,2,70,3,4713.804714
Hennur Road,3 BHK,1100,2,78,3,7090.909091
8th Phase JP Nagar,2 BHK,1245,2,59,2,4738.955823
Hennur Road,4 Bedroom,1880,4,154,4,8191.489362
Frazer Town,3 BHK,2214,3,350,3,15808.49142
Anathanagar,2 BHK,1050,2,45,2,4285.714286
Vishveshwarya Layout,4 Bedroom,600,4,95,4,15833.33333
Bannerghatta Road,3 BHK,1640,3,105,3,6402.439024
Basavanapura,2 BHK,1165,2,65,2,5579.399142
Kengeri Satellite Town,2 BHK,1110,2,43,2,3873.873874
vinayakanagar,7 BHK,1200,5,200,7,16666.66667
St. John's Road,4 BHK,4000,4,630,4,15750
Uttarahalli,4 Bedroom,4500,4,150,4,3333.333333
Jaraganahalli Jp Nagar Post,4 Bedroom,600,4,65,4,10833.33333
Haralur Road,2 BHK,1300,2,75,2,5769.230769
adigondanhalli,2 Bedroom,1200,1,42,2,3500
Hennur Road,2 BHK,1232,2,69.61,2,5650.162338
Jalahalli,3 BHK,1704,3,94.36,3,5537.558685
7th Phase JP Nagar,3 BHK,1275,2,88,3,6901.960784
Sarjapur  Road,3 BHK,1222,2,68,3,5564.648118
Varthur,2 BHK,1155,2,39,2,3376.623377
Electronic City,2 BHK,1000,2,29.95,2,2995
Horamavu Banaswadi,2 BHK,1200,2,45,2,3750
Yelahanka,3 BHK,1517,3,71.28,3,4698.747528
Horamavu Agara,2 BHK,1166,2,37.29,2,3198.113208
Electronic City,2 BHK,870,2,24,2,2758.62069
5th Phase JP Nagar,5 BHK,4000,5,170,5,4250
Rajaji Nagar,4 Bedroom,1350,4,230,4,17037.03704
Yelahanka,4 BHK,3019,6,190,4,6293.47466
Whitefield,3 BHK,1345,3,58,3,4312.267658
Dommasandra,3 Bedroom,900,3,75,3,8333.333333
EPIP Zone,4 BHK,3800,5,170,4,4473.684211
Chandapura,3 BHK,971,2,38,3,3913.491246
Hennur,2 BHK,1255,2,52.32,2,4168.924303
EPIP Zone,2 BHK,1810,2,65,2,3591.160221
"Whitefield, ",2 BHK,1300,2,58,2,4461.538462
Thanisandra,2 BHK,1185,2,45,2,3797.468354
Pattandur Agrahara,2 BHK,1350,2,68,2,5037.037037
Budigere,3 BHK,1590,3,76.16,3,4789.937107
Thyagaraja Nagar,7 BHK,3000,6,180,7,6000
Brookefield,4 Bedroom,1560,3,149,4,9551.282051
Somasundara Palya,3 BHK,1650,3,126,3,7636.363636
Off Bannergatta Road,3 BHK,1645,3,87,3,5288.753799
Hennur Road,3 BHK,1748,3,103,3,5892.448513
Channasandra,3 Bedroom,1200,3,67.77,3,5647.5
Kengeri Satellite Town,2 BHK,1170,2,50,2,4273.504274
Sarjapur  Road,4 BHK,3420,4,225,4,6578.947368
Hulimavu,3 BHK,1320,2,65,3,4924.242424
Bhoganhalli,3 BHK,1610,3,84.53,3,5250.310559
Frazer Town,3 BHK,1870,3,180,3,9625.668449
Sarjapur  Road,3 BHK,1510,2,110,3,7284.768212
Kammagondahalli,6 Bedroom,2700,7,110,6,4074.074074
Kanakapura  Rod,3 BHK,1305,2,45.68,3,3500.383142
Mahadevpura,3 BHK,1500,2,70,3,4666.666667
Indira Nagar,2 BHK,1149,2,130,2,11314.18625
Thanisandra,4 BHK,1948,4,129,4,6622.176591
Margondanahalli,3 Bedroom,1448,3,70,3,4834.254144
Sarjapur  Road,2 BHK,1242,2,78,2,6280.193237
Sonnenahalli,2 BHK,1268,2,58,2,4574.132492
Ramamurthy Nagar,2 BHK,1101,2,50,2,4541.326067
Kallumantapa,2 BHK,1255,2,65,2,5179.282869
Gunjur,3 BHK,1362,3,62.63,3,4598.384728
Sarjapur  Road,3 BHK,984,3,140,3,14227.64228
Hosa Road,2 BHK,1089,2,32.67,2,3000
Byrathi Village,2 BHK,800,1,95,2,11875
Uttarahalli,3 BHK,1345,2,57,3,4237.918216
Thanisandra,8 Bedroom,3600,9,125,8,3472.222222
Krishna Nagar,4 Bedroom,1650,2,140,4,8484.848485
Kaggalipura,2 BHK,950,2,45,2,4736.842105
HBR Layout,2 BHK,1068,2,43,2,4026.217228
Yelahanka New Town,2 BHK,860,1,31,2,3604.651163
Kengeri,8 Bedroom,3000,5,130,8,4333.333333
Yelahanka,3 BHK,1756,3,66.73,3,3800.113895
Whitefield,2 BHK,1205,2,41,2,3402.489627
Hoodi,8 Bedroom,1120,8,155,8,13839.28571
Banashankari,3 BHK,1800,3,125,3,6944.444444
Ashok Nagar,4 BHK,8321,5,2912,4,34995.79377
Hormavu,3 BHK,1604,3,68,3,4239.401496
Old Airport Road,4 BHK,2732,4,204,4,7467.057101
Chandapura,2 BHK,1015,2,25.88,2,2549.753695
Banashankari,3 BHK,1200,2,42,3,3500
Ananth Nagar,2 BHK,1010,2,38,2,3762.376238
Nagarbhavi,2 Bedroom,1250,3,170,2,13600
Doddakallasandra,2 BHK,1010,2,41,2,4059.405941
Yelahanka,2 BHK,1050,2,33.1,2,3152.380952
Harlur,3 BHK,1710,3,85,3,4970.760234
Mysore Road,3 BHK,1248.52,3,115,3,9210.905712
Attibele,1 BHK,410,1,10,1,2439.02439
Bannerghatta Road,3 BHK,1656,2,62.93,3,3800.120773
Naganathapura,3 BHK,1451,3,68,3,4686.423156
Giri Nagar,6 BHK,1200,3,175,6,14583.33333
JP Nagar,2 BHK,1250,2,93,2,7440
Meenakunte,3 Bedroom,4395,3,240,3,5460.750853
Hebbal,4 BHK,4600,6,650,4,14130.43478
Sonnenahalli,3 BHK,1340,2,42,3,3134.328358
Abbaiah Reddy Layout,2 BHK,1100,2,38.5,2,3500
Whitefield,4 BHK,6000,6,700,4,11666.66667
 Devarachikkanahalli,3 BHK,1700,3,71,3,4176.470588
Yelahanka,6 Bedroom,1200,5,150,6,12500
KR Puram,2 BHK,1096,2,43,2,3923.357664
Electronic City Phase II,2 BHK,1160,2,33.5,2,2887.931034
"Sarjapur Road, ",3 BHK,1936,3,139,3,7179.752066
Nehru Nagar,3 BHK,1269,2,63,3,4964.539007
Richmond Road,3 BHK,3500,3,630,3,18000
Panathur,3 BHK,1586,3,125,3,7881.462799
Rajaji Nagar,2 BHK,1376,2,124,2,9011.627907
Kanakpura Road,3 BHK,1452,3,56.5,3,3891.184573
Hosa Road,3 BHK,1538,3,107,3,6957.087126
Hosur Road,3 BHK,1427,2,130,3,9110.021023
Upadhyaya Layout,2 BHK,935,2,40,2,4278.074866
Ashwath Nagar,2 BHK,1220,2,65,2,5327.868852
Harlur,2 BHK,1197,2,77,2,6432.748538
Varthur,2 BHK,674,1,19.9,2,2952.522255
Kengeri,1 BHK,410,1,15,1,3658.536585
Thanisandra,3 BHK,1573,3,90,3,5721.551176
Dodda Nekkundi,2 BHK,1135,2,58,2,5110.132159
Huskur,3 BHK,1400,2,40.43,3,2887.857143
Agrahara Dasarahalli,1 BHK,1200,1,65,1,5416.666667
Ittamadu,3 Bedroom,1800,3,95,3,5277.777778
Avalahalli,3 BHK,2045,3,108,3,5281.173594
Sonnenahalli,2 BHK,1268,2,56,2,4416.403785
Kambipura,2 BHK,883,2,39,2,4416.761042
Yelahanka,3 BHK,1600,3,100,3,6250
Thanisandra,2 BHK,1056,2,70,2,6628.787879
Jigani,10 Bedroom,1200,11,105,10,8750
Whitefield,4 Bedroom,4500,4,330,4,7333.333333
KR Puram,2 BHK,1204,2,58,2,4817.275748
Tejaswini Nagar,3 BHK,1410,2,54,3,3829.787234
Hennur Road,2 BHK,1460,2,80.3,2,5500
Dodda Nekkundi,2 BHK,1100,2,41.18,2,3743.636364
Govindapura,2 BHK,1310,2,88,2,6717.557252
Sector 2 HSR Layout,3 BHK,1600,3,90,3,5625
Lottegolla Halli,2 BHK,1250,2,55,2,4400
Sarjapur  Road,3 BHK,1665,3,74.93,3,4500.3003
Uttarahalli,3 BHK,1345,2,57,3,4237.918216
Hosahalli Extension,5 Bedroom,2000,5,240,5,12000
Singasandra,2 BHK,1416,2,67,2,4731.638418
HSR Layout,2 BHK,1145,2,46,2,4017.467249
Munnekollal,10 Bedroom,7200,10,200,10,2777.777778
Jigani,3 BHK,1231,3,58,3,4711.616572
Yelahanka,3 BHK,1664,3,73.95,3,4444.110577
TC Palaya,3 Bedroom,2000,3,76,3,3800
Rajiv Nagar,2 BHK,972,2,43,2,4423.868313
3rd Phase JP Nagar,4 BHK,4500,4,345,4,7666.666667
Bellandur,2 BHK,1185,2,47.39,2,3999.156118
Green Glen Layout,3 BHK,1750,3,81,3,4628.571429
Byadarahalli,3 BHK,3155,4,316,3,10015.84786
Balagere,2 BHK,1007,2,68,2,6752.730884
Rajaji Nagar,3 BHK,1700,3,200,3,11764.70588
Whitefield,2 BHK,1250,2,85,2,6800
Telecom Layout,2 BHK,1200,2,54,2,4500
Horamavu Agara,2 BHK,994,2,42.28,2,4253.521127
Ramamurthy Nagar,2 BHK,1150,2,40,2,3478.26087
Thanisandra,2 BHK,1220,2,46,2,3770.491803
Hennur Gardens,2 BHK,1441,2,115,2,7980.569049
Old Madras Road,2 BHK,1157,2,47.32,2,4089.88764
RPC layout,6 BHK,1300,6,150,6,11538.46154
Thigalarapalya,2 BHK,1400,2,105,2,7500
Tindlu,3 BHK,1370.07,3,65,3,4744.283139
Magadi Road,5 Bedroom,1200,4,130,5,10833.33333
Judicial Layout,2 BHK,900,2,40,2,4444.444444
Kodipalya,1 BHK,418,1,17,1,4066.985646
Vishwapriya Nagar,3 Bedroom,1200,3,80,3,6666.666667
ISRO Layout,2 BHK,1200,2,43,2,3583.333333
Talaghattapura,2 BHK,1062,2,42.48,2,4000
Kanakpura Road,2 BHK,1120,2,51,2,4553.571429
Bannerghatta Road,2 BHK,1012,2,44,2,4347.826087
Postal Colony,3 Bedroom,1500,2,200,3,13333.33333
ISRO Layout,4 Bedroom,950,4,180,4,18947.36842
Kadabagere,2 BHK,675,2,13.5,2,2000
Kanakpura Road,2 BHK,1430,2,78,2,5454.545455
Channasandra,3 BHK,1195,2,56,3,4686.192469
Old Madras Road,3 BHK,2640,5,150,3,5681.818182
Bisuvanahalli,3 BHK,1075,2,42,3,3906.976744
Hennur Road,3 BHK,1570,3,75.99,3,4840.127389
